Datenexport - Übung 6 - Aufgabe 4
Anregungsfrequenz:	10	rad/s

	Zeit		x1(t)		x1p(t)		x2(t)		x2p(t)		x3(t)		x3p(t)
      5.76	    0.0115	     0.153	    0.0184	      0.15	    0.0138	      0.18
       5.8	    0.0156	    0.0799	    0.0222	    0.0826	    0.0184	    0.0967
      5.83	    0.0165	   -0.0227	    0.0239	     0.018	    0.0199	  -0.00592
      5.86	    0.0145	   -0.0903	    0.0228	   -0.0918	    0.0178	    -0.122
      5.89	    0.0111	    -0.127	    0.0181	    -0.213	    0.0127	    -0.201
      5.93	   0.00564	    -0.181	   0.00874	    -0.297	   0.00504	    -0.214
      5.96	  -0.00139	    -0.212	  -0.00184	    -0.299	  -0.00194	    -0.187
       6.0	  -0.00839	     -0.16	   -0.0119	    -0.248	  -0.00855	     -0.18
      6.03	   -0.0125	   -0.0757	   -0.0191	    -0.148	   -0.0146	    -0.147
      6.07	   -0.0142	   -0.0233	    -0.022	   -0.0169	    -0.018	   -0.0395
      6.09	   -0.0143	    0.0157	   -0.0214	    0.0594	   -0.0178	    0.0558
      6.12	   -0.0133	    0.0695	   -0.0194	    0.0989	   -0.0156	     0.124
      6.15	  -0.00993	      0.14	   -0.0158	     0.128	   -0.0108	     0.171
      6.18	  -0.00486	     0.156	   -0.0109	     0.177	  -0.00487	     0.184
      6.22	 -0.000271	      0.12	  -0.00419	     0.227	  0.000995	     0.166
      6.25	   0.00306	    0.0947	   0.00299	     0.213	   0.00539	     0.106
      6.28	   0.00588	    0.0818	   0.00859	     0.134	   0.00759	    0.0367
      6.31	   0.00767	    0.0471	    0.0112	    0.0611	   0.00812	   0.00822
      6.33	   0.00818	  -0.00964	    0.0121	    0.0102	   0.00826	   0.00446
      6.35	   0.00769	   -0.0424	     0.012	    -0.014	   0.00831	  -0.00111
      6.37	   0.00675	   -0.0575	    0.0116	   -0.0343	   0.00814	   -0.0195
      6.39	   0.00536	   -0.0493	    0.0104	   -0.0556	   0.00715	   -0.0618
      6.42	   0.00428	   -0.0305	   0.00878	   -0.0586	   0.00486	   -0.0981
      6.45	   0.00349	   -0.0318	   0.00744	   -0.0366	   0.00222	   -0.0879
      6.48	   0.00249	   -0.0417	   0.00679	   -0.0149	  0.000459	   -0.0404
       6.5	   0.00155	   -0.0322	   0.00644	   -0.0192	   4.7e-05	   0.00398
      6.52	   0.00111	  -0.00183	   0.00569	   -0.0449	  0.000488	    0.0292
      6.55	   0.00146	    0.0261	   0.00425	   -0.0677	   0.00134	    0.0374
      6.57	   0.00214	    0.0237	   0.00259	    -0.063	   0.00227	    0.0373
       6.6	   0.00239	  -0.00577	   0.00133	   -0.0374	   0.00311	    0.0279
      6.62	   0.00189	   -0.0332	  0.000659	   -0.0223	   0.00349	  7.14e-05
      6.65	  0.000969	    -0.041	 -1.05e-06	   -0.0386	   0.00298	   -0.0447
      6.67	 -0.000107	    -0.039	  -0.00166	   -0.0858	   0.00108	   -0.0912
       6.7	  -0.00141	   -0.0575	  -0.00478	    -0.128	  -0.00179	    -0.102
      6.73	  -0.00354	   -0.0945	  -0.00858	    -0.138	  -0.00439	   -0.0811
      6.76	  -0.00661	    -0.108	   -0.0124	    -0.122	   -0.0065	   -0.0684
      6.79	  -0.00931	   -0.0703	   -0.0155	   -0.0895	  -0.00867	   -0.0831
      6.82	   -0.0106	   -0.0167	   -0.0174	   -0.0276	   -0.0113	   -0.0865
      6.84	   -0.0106	    0.0114	   -0.0171	    0.0484	    -0.013	    -0.048
      6.87	   -0.0101	    0.0309	    -0.015	     0.125	   -0.0133	    0.0238
      6.89	  -0.00869	    0.0728	   -0.0106	     0.178	   -0.0114	     0.111
      6.92	  -0.00564	     0.139	  -0.00519	     0.191	  -0.00721	     0.172
      6.96	  0.000102	     0.187	   0.00145	     0.205	 -0.000634	      0.21
      6.99	   0.00616	     0.161	   0.00896	     0.239	   0.00672	     0.217
      7.03	    0.0112	     0.113	    0.0178	     0.221	    0.0139	     0.156
      7.06	    0.0145	    0.0824	    0.0236	     0.111	    0.0174	    0.0544
      7.09	    0.0161	    0.0297	    0.0251	  -0.00306	     0.018	   -0.0108
      7.12	    0.0158	   -0.0565	    0.0236	    -0.104	    0.0171	   -0.0499
      7.15	     0.012	    -0.153	    0.0181	    -0.208	    0.0144	    -0.111
      7.18	   0.00654	    -0.177	    0.0101	     -0.28	   0.00943	    -0.202
      7.22	 -0.000123	    -0.176	 -0.000989	     -0.29	   0.00013	    -0.271
      7.26	  -0.00638	    -0.184	     -0.01	    -0.227	  -0.00876	    -0.229
      7.29	   -0.0121	    -0.143	   -0.0165	    -0.165	   -0.0149	    -0.136
      7.32	   -0.0152	   -0.0405	   -0.0212	    -0.116	   -0.0179	   -0.0446
      7.35	   -0.0152	    0.0332	   -0.0234	   -0.0442	   -0.0181	    0.0307
      7.37	   -0.0139	    0.0693	   -0.0233	    0.0601	   -0.0164	     0.102
      7.41	   -0.0108	     0.103	   -0.0184	     0.201	   -0.0115	     0.162
      7.44	   -0.0067	     0.153	   -0.0109	     0.247	  -0.00614	     0.159
      7.48	 -0.000729	     0.174	  -0.00255	     0.224	 -0.000836	     0.147
      7.51	   0.00438	      0.12	   0.00433	     0.184	   0.00427	     0.157
      7.55	   0.00721	    0.0531	   0.00967	     0.126	    0.0093	     0.127
      7.58	   0.00842	    0.0299	    0.0125	    0.0532	    0.0119	    0.0337
       7.6	   0.00899	    0.0141	    0.0132	    0.0087	    0.0117	   -0.0462
      7.63	   0.00895	   -0.0214	    0.0131	   -0.0105	      0.01	   -0.0924
      7.65	   0.00797	   -0.0641	    0.0128	   -0.0177	   0.00776	      -0.1
      7.67	   0.00581	   -0.0895	    0.0121	   -0.0409	   0.00522	   -0.0873
       7.7	   0.00361	   -0.0699	    0.0104	   -0.0864	    0.0031	    -0.073
      7.73	   0.00216	   -0.0308	   0.00724	    -0.123	   0.00122	   -0.0532
      7.76	   0.00158	   -0.0204	   0.00425	    -0.108	  0.000233	   -0.0235
      7.78	  0.000969	   -0.0295	   0.00213	   -0.0584	     5e-05	   0.00706
       7.8	  0.000276	   -0.0299	   0.00133	   -0.0168	  0.000357	    0.0168
      7.83	 -0.000206	   -0.0104	   0.00118	   -0.0012	  0.000635	   0.00526
      7.85	   -0.0001	    0.0181	   0.00105	   -0.0138	  0.000514	   -0.0145
      7.87	  0.000447	    0.0255	   0.00049	   -0.0358	  0.000106	    -0.018
      7.89	  0.000809	   0.00343	 -0.000489	   -0.0528	 -0.000142	  -0.00243
      7.92	  0.000353	    -0.039	  -0.00203	   -0.0679	  7.72e-05	    0.0167
      7.94	 -0.000893	   -0.0621	  -0.00384	   -0.0867	  0.000409	   0.00514
      7.97	  -0.00229	   -0.0595	  -0.00602	    -0.107	   8.6e-05	   -0.0381
      7.99	  -0.00378	   -0.0478	   -0.0092	    -0.113	  -0.00193	    -0.103
      8.02	  -0.00525	   -0.0597	    -0.012	   -0.0777	  -0.00537	    -0.128
      8.05	  -0.00728	   -0.0793	   -0.0135	   -0.0252	  -0.00877	    -0.102
      8.07	  -0.00909	   -0.0653	   -0.0137	  0.000954	   -0.0107	    -0.063
       8.1	   -0.0101	   -0.0159	   -0.0136	   0.00866	   -0.0118	   -0.0236
